data\PetImages\Dog\7543.jpg,0,1
data\PetImages\Dog\5932.jpg,0,1
data\PetImages\Dog\6037.jpg,0,1
data\PetImages\Dog\5233.jpg,0,1
data\PetImages\Dog\5498.jpg,0,1
data\PetImages\Dog\10458.jpg,0,1
data\PetImages\Cat\832.jpg,1,0
data\PetImages\Cat\4163.jpg,1,0
data\PetImages\Dog\7566.jpg,0,1
data\PetImages\Cat\10149.jpg,1,0
data\PetImages\Dog\8486.jpg,0,1
data\PetImages\Cat\4493.jpg,1,0
data\PetImages\Dog\2784.jpg,0,1
data\PetImages\Cat\12418.jpg,1,0
data\PetImages\Dog\5758.jpg,0,1
data\PetImages\Dog\5377.jpg,0,1
data\PetImages\Cat\3039.jpg,1,0
data\PetImages\Dog\1934.jpg,0,1
data\PetImages\Cat\8890.jpg,1,0
data\PetImages\Dog\64.jpg,0,1
data\PetImages\Cat\10324.jpg,1,0
data\PetImages\Cat\4592.jpg,1,0
data\PetImages\Dog\8629.jpg,0,1
data\PetImages\Dog\3871.jpg,0,1
data\PetImages\Dog\1951.jpg,0,1
data\PetImages\Dog\1818.jpg,0,1
data\PetImages\Cat\3691.jpg,1,0
data\PetImages\Dog\1083.jpg,0,1
data\PetImages\Cat\597.jpg,1,0
data\PetImages\Dog\3109.jpg,0,1
data\PetImages\Dog\10524.jpg,0,1
data\PetImages\Dog\9950.jpg,0,1
data\PetImages\Cat\10406.jpg,1,0
data\PetImages\Dog\11072.jpg,0,1
data\PetImages\Cat\1878.jpg,1,0
data\PetImages\Cat\3913.jpg,1,0
data\PetImages\Dog\2989.jpg,0,1
data\PetImages\Dog\3735.jpg,0,1
data\PetImages\Cat\10254.jpg,1,0
data\PetImages\Cat\10344.jpg,1,0
data\PetImages\Dog\7020.jpg,0,1
data\PetImages\Dog\11575.jpg,0,1
data\PetImages\Cat\5001.jpg,1,0
data\PetImages\Cat\2155.jpg,1,0
data\PetImages\Cat\6316.jpg,1,0
data\PetImages\Cat\1680.jpg,1,0
data\PetImages\Dog\9806.jpg,0,1
data\PetImages\Dog\1590.jpg,0,1
data\PetImages\Cat\4943.jpg,1,0
data\PetImages\Cat\10537.jpg,1,0
data\PetImages\Dog\1897.jpg,0,1
data\PetImages\Dog\6066.jpg,0,1
data\PetImages\Dog\7893.jpg,0,1
data\PetImages\Cat\12156.jpg,1,0
data\PetImages\Dog\10925.jpg,0,1
data\PetImages\Dog\185.jpg,0,1
data\PetImages\Cat\4517.jpg,1,0
data\PetImages\Dog\5869.jpg,0,1
data\PetImages\Dog\3058.jpg,0,1
data\PetImages\Dog\1451.jpg,0,1
data\PetImages\Dog\9998.jpg,0,1
data\PetImages\Cat\453.jpg,1,0
data\PetImages\Dog\5641.jpg,0,1
data\PetImages\Cat\10615.jpg,1,0
data\PetImages\Dog\7588.jpg,0,1
data\PetImages\Dog\2598.jpg,0,1
data\PetImages\Dog\8693.jpg,0,1
data\PetImages\Cat\10472.jpg,1,0
data\PetImages\Dog\4196.jpg,0,1
data\PetImages\Cat\7738.jpg,1,0
data\PetImages\Dog\8174.jpg,0,1
data\PetImages\Cat\11189.jpg,1,0
data\PetImages\Cat\4997.jpg,1,0
data\PetImages\Cat\9451.jpg,1,0
data\PetImages\Cat\8060.jpg,1,0
data\PetImages\Dog\8532.jpg,0,1
data\PetImages\Cat\2388.jpg,1,0
data\PetImages\Cat\3950.jpg,1,0
data\PetImages\Dog\10402.jpg,0,1
data\PetImages\Dog\517.jpg,0,1
data\PetImages\Cat\44.jpg,1,0
data\PetImages\Dog\5657.jpg,0,1
data\PetImages\Cat\3003.jpg,1,0
data\PetImages\Cat\3192.jpg,1,0
data\PetImages\Cat\11205.jpg,1,0
data\PetImages\Dog\12246.jpg,0,1
data\PetImages\Cat\835.jpg,1,0
data\PetImages\Cat\6271.jpg,1,0
data\PetImages\Dog\10166.jpg,0,1
data\PetImages\Cat\9850.jpg,1,0
data\PetImages\Cat\8087.jpg,1,0
data\PetImages\Cat\3388.jpg,1,0
data\PetImages\Cat\11677.jpg,1,0
data\PetImages\Dog\5790.jpg,0,1
data\PetImages\Cat\1755.jpg,1,0
data\PetImages\Dog\12061.jpg,0,1
data\PetImages\Cat\6982.jpg,1,0
data\PetImages\Dog\10803.jpg,0,1
data\PetImages\Cat\6915.jpg,1,0
data\PetImages\Dog\1166.jpg,0,1
data\PetImages\Dog\8676.jpg,0,1
data\PetImages\Dog\3674.jpg,0,1
data\PetImages\Dog\8956.jpg,0,1
data\PetImages\Cat\2446.jpg,1,0
data\PetImages\Cat\8004.jpg,1,0
data\PetImages\Dog\11370.jpg,0,1
data\PetImages\Cat\5587.jpg,1,0
data\PetImages\Cat\463.jpg,1,0
data\PetImages\Cat\11859.jpg,1,0
data\PetImages\Dog\3541.jpg,0,1
data\PetImages\Dog\6192.jpg,0,1
data\PetImages\Dog\12438.jpg,0,1
data\PetImages\Dog\7597.jpg,0,1
data\PetImages\Cat\5618.jpg,1,0
data\PetImages\Dog\1575.jpg,0,1
data\PetImages\Cat\8384.jpg,1,0
data\PetImages\Cat\5398.jpg,1,0
data\PetImages\Dog\11743.jpg,0,1
data\PetImages\Dog\8922.jpg,0,1
data\PetImages\Cat\12089.jpg,1,0
data\PetImages\Dog\1855.jpg,0,1
data\PetImages\Cat\2224.jpg,1,0
data\PetImages\Cat\2619.jpg,1,0
data\PetImages\Cat\9596.jpg,1,0
data\PetImages\Cat\4962.jpg,1,0
data\PetImages\Cat\7054.jpg,1,0
data\PetImages\Dog\6738.jpg,0,1
data\PetImages\Dog\9058.jpg,0,1
data\PetImages\Dog\10276.jpg,0,1
data\PetImages\Cat\1010.jpg,1,0
data\PetImages\Cat\2157.jpg,1,0
data\PetImages\Cat\5605.jpg,1,0
data\PetImages\Cat\1164.jpg,1,0
data\PetImages\Dog\6555.jpg,0,1
data\PetImages\Cat\9424.jpg,1,0
data\PetImages\Cat\1114.jpg,1,0
data\PetImages\Cat\11696.jpg,1,0
data\PetImages\Dog\6052.jpg,0,1
data\PetImages\Cat\11354.jpg,1,0
data\PetImages\Cat\6196.jpg,1,0
data\PetImages\Dog\5818.jpg,0,1
data\PetImages\Cat\12388.jpg,1,0
data\PetImages\Cat\8294.jpg,1,0
data\PetImages\Cat\7442.jpg,1,0
data\PetImages\Cat\10142.jpg,1,0
data\PetImages\Dog\2687.jpg,0,1
data\PetImages\Dog\1143.jpg,0,1
data\PetImages\Cat\4341.jpg,1,0
data\PetImages\Dog\10178.jpg,0,1
data\PetImages\Dog\11848.jpg,0,1
data\PetImages\Dog\8515.jpg,0,1
data\PetImages\Dog\1225.jpg,0,1
data\PetImages\Dog\2643.jpg,0,1
data\PetImages\Cat\4467.jpg,1,0
data\PetImages\Cat\5253.jpg,1,0
data\PetImages\Dog\5051.jpg,0,1
data\PetImages\Dog\1416.jpg,0,1
data\PetImages\Dog\3400.jpg,0,1
data\PetImages\Cat\6214.jpg,1,0
data\PetImages\Dog\3357.jpg,0,1
data\PetImages\Cat\7297.jpg,1,0
data\PetImages\Dog\6.jpg,0,1
data\PetImages\Cat\555.jpg,1,0
data\PetImages\Cat\1446.jpg,1,0
data\PetImages\Dog\2728.jpg,0,1
data\PetImages\Cat\4464.jpg,1,0
data\PetImages\Dog\11982.jpg,0,1
data\PetImages\Cat\10505.jpg,1,0
data\PetImages\Cat\2961.jpg,1,0
data\PetImages\Dog\319.jpg,0,1
data\PetImages\Dog\12298.jpg,0,1
data\PetImages\Dog\3754.jpg,0,1
data\PetImages\Cat\3212.jpg,1,0
data\PetImages\Cat\9329.jpg,1,0
data\PetImages\Cat\1869.jpg,1,0
data\PetImages\Dog\9587.jpg,0,1
data\PetImages\Dog\845.jpg,0,1
data\PetImages\Dog\10855.jpg,0,1
data\PetImages\Cat\2449.jpg,1,0
data\PetImages\Dog\2778.jpg,0,1
data\PetImages\Dog\1278.jpg,0,1
data\PetImages\Dog\10243.jpg,0,1
data\PetImages\Cat\872.jpg,1,0
data\PetImages\Cat\12036.jpg,1,0
data\PetImages\Cat\9020.jpg,1,0
data\PetImages\Cat\11539.jpg,1,0
data\PetImages\Dog\12450.jpg,0,1
data\PetImages\Dog\8517.jpg,0,1
data\PetImages\Dog\5864.jpg,0,1
data\PetImages\Dog\1694.jpg,0,1
data\PetImages\Cat\9498.jpg,1,0
data\PetImages\Cat\190.jpg,1,0
data\PetImages\Dog\1183.jpg,0,1
data\PetImages\Cat\1713.jpg,1,0
data\PetImages\Cat\8937.jpg,1,0
data\PetImages\Dog\982.jpg,0,1
data\PetImages\Dog\5972.jpg,0,1
data\PetImages\Cat\6510.jpg,1,0
data\PetImages\Cat\9517.jpg,1,0
data\PetImages\Dog\12178.jpg,0,1
data\PetImages\Dog\9477.jpg,0,1
data\PetImages\Cat\11429.jpg,1,0
data\PetImages\Dog\12111.jpg,0,1
data\PetImages\Cat\10868.jpg,1,0
data\PetImages\Cat\9892.jpg,1,0
data\PetImages\Dog\1448.jpg,0,1
data\PetImages\Dog\1561.jpg,0,1
data\PetImages\Cat\1470.jpg,1,0
data\PetImages\Cat\4343.jpg,1,0
data\PetImages\Dog\854.jpg,0,1
data\PetImages\Dog\2258.jpg,0,1
data\PetImages\Dog\9513.jpg,0,1
data\PetImages\Dog\2355.jpg,0,1
data\PetImages\Cat\7425.jpg,1,0
data\PetImages\Cat\12406.jpg,1,0
data\PetImages\Dog\7808.jpg,0,1
data\PetImages\Cat\2179.jpg,1,0
data\PetImages\Cat\630.jpg,1,0
data\PetImages\Cat\10067.jpg,1,0
data\PetImages\Cat\7874.jpg,1,0
data\PetImages\Cat\1811.jpg,1,0
data\PetImages\Cat\5971.jpg,1,0
data\PetImages\Dog\5521.jpg,0,1
data\PetImages\Cat\9502.jpg,1,0
data\PetImages\Cat\3596.jpg,1,0
data\PetImages\Cat\6382.jpg,1,0
data\PetImages\Cat\3993.jpg,1,0
data\PetImages\Dog\8945.jpg,0,1
data\PetImages\Dog\10099.jpg,0,1
data\PetImages\Cat\7848.jpg,1,0
data\PetImages\Cat\295.jpg,1,0
data\PetImages\Cat\621.jpg,1,0
data\PetImages\Dog\2215.jpg,0,1
data\PetImages\Dog\597.jpg,0,1
data\PetImages\Cat\8946.jpg,1,0
data\PetImages\Cat\12380.jpg,1,0
data\PetImages\Cat\411.jpg,1,0
data\PetImages\Dog\12086.jpg,0,1
data\PetImages\Dog\4134.jpg,0,1
data\PetImages\Dog\11214.jpg,0,1
data\PetImages\Cat\12323.jpg,1,0
data\PetImages\Dog\3850.jpg,0,1
data\PetImages\Cat\8266.jpg,1,0
data\PetImages\Cat\12138.jpg,1,0
data\PetImages\Dog\9978.jpg,0,1
data\PetImages\Cat\9021.jpg,1,0
data\PetImages\Dog\7262.jpg,0,1
data\PetImages\Cat\6970.jpg,1,0
data\PetImages\Cat\926.jpg,1,0
data\PetImages\Cat\5572.jpg,1,0
data\PetImages\Dog\6423.jpg,0,1
data\PetImages\Cat\6519.jpg,1,0
data\PetImages\Cat\10619.jpg,1,0
data\PetImages\Cat\9741.jpg,1,0
data\PetImages\Cat\5035.jpg,1,0
data\PetImages\Dog\7465.jpg,0,1
data\PetImages\Cat\10293.jpg,1,0
data\PetImages\Dog\4995.jpg,0,1
data\PetImages\Dog\4499.jpg,0,1
data\PetImages\Cat\8137.jpg,1,0
data\PetImages\Cat\2257.jpg,1,0
data\PetImages\Cat\1722.jpg,1,0
data\PetImages\Cat\2052.jpg,1,0
data\PetImages\Dog\12305.jpg,0,1
data\PetImages\Cat\12145.jpg,1,0
data\PetImages\Cat\9776.jpg,1,0
data\PetImages\Cat\1369.jpg,1,0
data\PetImages\Cat\8331.jpg,1,0
data\PetImages\Dog\7714.jpg,0,1
data\PetImages\Cat\7847.jpg,1,0
data\PetImages\Cat\9266.jpg,1,0
data\PetImages\Cat\1361.jpg,1,0
data\PetImages\Cat\5921.jpg,1,0
data\PetImages\Cat\4516.jpg,1,0
data\PetImages\Dog\1453.jpg,0,1
data\PetImages\Cat\7437.jpg,1,0
data\PetImages\Cat\8091.jpg,1,0
data\PetImages\Dog\5467.jpg,0,1
data\PetImages\Cat\11283.jpg,1,0
data\PetImages\Cat\11612.jpg,1,0
data\PetImages\Dog\1104.jpg,0,1
data\PetImages\Cat\8488.jpg,1,0
data\PetImages\Cat\7441.jpg,1,0
data\PetImages\Dog\10633.jpg,0,1
data\PetImages\Dog\2488.jpg,0,1
data\PetImages\Cat\2731.jpg,1,0
data\PetImages\Cat\8756.jpg,1,0
data\PetImages\Cat\7590.jpg,1,0
data\PetImages\Dog\5997.jpg,0,1
data\PetImages\Dog\8625.jpg,0,1
data\PetImages\Dog\4031.jpg,0,1
data\PetImages\Dog\11666.jpg,0,1
data\PetImages\Dog\11133.jpg,0,1
data\PetImages\Cat\9988.jpg,1,0
data\PetImages\Dog\5815.jpg,0,1
data\PetImages\Cat\3876.jpg,1,0
data\PetImages\Dog\12378.jpg,0,1
data\PetImages\Cat\5262.jpg,1,0
data\PetImages\Cat\255.jpg,1,0
data\PetImages\Dog\6602.jpg,0,1
data\PetImages\Dog\694.jpg,0,1
data\PetImages\Dog\9207.jpg,0,1
data\PetImages\Cat\3217.jpg,1,0
data\PetImages\Dog\9100.jpg,0,1
data\PetImages\Dog\7918.jpg,0,1
data\PetImages\Cat\5537.jpg,1,0
data\PetImages\Cat\1211.jpg,1,0
data\PetImages\Cat\10137.jpg,1,0
data\PetImages\Dog\1076.jpg,0,1
data\PetImages\Cat\4189.jpg,1,0
data\PetImages\Dog\1442.jpg,0,1
data\PetImages\Cat\932.jpg,1,0
data\PetImages\Cat\1387.jpg,1,0
data\PetImages\Dog\6109.jpg,0,1
data\PetImages\Dog\11436.jpg,0,1
data\PetImages\Dog\3157.jpg,0,1
data\PetImages\Cat\6056.jpg,1,0
data\PetImages\Cat\5997.jpg,1,0
data\PetImages\Dog\10049.jpg,0,1
data\PetImages\Dog\10122.jpg,0,1
data\PetImages\Dog\6922.jpg,0,1
data\PetImages\Dog\5998.jpg,0,1
data\PetImages\Dog\1562.jpg,0,1
data\PetImages\Dog\4577.jpg,0,1
data\PetImages\Dog\11591.jpg,0,1
data\PetImages\Cat\2307.jpg,1,0
data\PetImages\Cat\8667.jpg,1,0
data\PetImages\Dog\1486.jpg,0,1
data\PetImages\Cat\11809.jpg,1,0
data\PetImages\Cat\9407.jpg,1,0
data\PetImages\Dog\10142.jpg,0,1
data\PetImages\Dog\762.jpg,0,1
data\PetImages\Dog\1461.jpg,0,1
data\PetImages\Cat\782.jpg,1,0
data\PetImages\Dog\1002.jpg,0,1
data\PetImages\Cat\1975.jpg,1,0
data\PetImages\Cat\4697.jpg,1,0
data\PetImages\Cat\6336.jpg,1,0
data\PetImages\Cat\8879.jpg,1,0
data\PetImages\Cat\4580.jpg,1,0
data\PetImages\Cat\6277.jpg,1,0
data\PetImages\Cat\6355.jpg,1,0
data\PetImages\Dog\7535.jpg,0,1
data\PetImages\Dog\11033.jpg,0,1
data\PetImages\Dog\7517.jpg,0,1
data\PetImages\Cat\6168.jpg,1,0
data\PetImages\Dog\10147.jpg,0,1
data\PetImages\Dog\910.jpg,0,1
data\PetImages\Cat\11579.jpg,1,0
data\PetImages\Cat\7268.jpg,1,0
data\PetImages\Dog\181.jpg,0,1
data\PetImages\Cat\5234.jpg,1,0
data\PetImages\Cat\1303.jpg,1,0
data\PetImages\Dog\5722.jpg,0,1
data\PetImages\Cat\12000.jpg,1,0
data\PetImages\Cat\1429.jpg,1,0
data\PetImages\Cat\7893.jpg,1,0
data\PetImages\Cat\2934.jpg,1,0
data\PetImages\Cat\1191.jpg,1,0
data\PetImages\Dog\8410.jpg,0,1
data\PetImages\Cat\8096.jpg,1,0
data\PetImages\Cat\341.jpg,1,0
data\PetImages\Cat\12248.jpg,1,0
data\PetImages\Dog\896.jpg,0,1
data\PetImages\Cat\6688.jpg,1,0
data\PetImages\Dog\8786.jpg,0,1
data\PetImages\Dog\10959.jpg,0,1
data\PetImages\Dog\6463.jpg,0,1
data\PetImages\Cat\12430.jpg,1,0
data\PetImages\Dog\10796.jpg,0,1
data\PetImages\Dog\8606.jpg,0,1
data\PetImages\Dog\8703.jpg,0,1
data\PetImages\Cat\11013.jpg,1,0
data\PetImages\Cat\976.jpg,1,0
data\PetImages\Dog\3076.jpg,0,1
data\PetImages\Cat\11818.jpg,1,0
data\PetImages\Cat\9851.jpg,1,0
data\PetImages\Cat\3608.jpg,1,0
data\PetImages\Cat\4642.jpg,1,0
data\PetImages\Cat\8320.jpg,1,0
data\PetImages\Cat\10980.jpg,1,0
data\PetImages\Cat\12284.jpg,1,0
data\PetImages\Cat\4128.jpg,1,0
data\PetImages\Cat\10599.jpg,1,0
data\PetImages\Dog\7306.jpg,0,1
data\PetImages\Cat\10251.jpg,1,0
data\PetImages\Cat\939.jpg,1,0
data\PetImages\Cat\7440.jpg,1,0
data\PetImages\Cat\972.jpg,1,0
data\PetImages\Dog\6358.jpg,0,1
data\PetImages\Dog\11893.jpg,0,1
data\PetImages\Dog\8821.jpg,0,1
data\PetImages\Dog\11637.jpg,0,1
data\PetImages\Dog\6761.jpg,0,1
data\PetImages\Dog\7238.jpg,0,1
data\PetImages\Cat\10887.jpg,1,0
data\PetImages\Cat\9681.jpg,1,0
data\PetImages\Cat\8644.jpg,1,0
data\PetImages\Cat\5929.jpg,1,0
data\PetImages\Cat\3221.jpg,1,0
data\PetImages\Dog\10942.jpg,0,1
data\PetImages\Dog\7549.jpg,0,1
data\PetImages\Dog\9742.jpg,0,1
data\PetImages\Dog\729.jpg,0,1
data\PetImages\Dog\7643.jpg,0,1
data\PetImages\Cat\7366.jpg,1,0
data\PetImages\Cat\6159.jpg,1,0
data\PetImages\Dog\3406.jpg,0,1
data\PetImages\Cat\368.jpg,1,0
data\PetImages\Dog\7944.jpg,0,1
data\PetImages\Dog\2140.jpg,0,1
data\PetImages\Cat\7655.jpg,1,0
data\PetImages\Cat\8999.jpg,1,0
data\PetImages\Dog\10115.jpg,0,1
